customer_id,age,gender,region,income_tier,education_level,marital_status,tenure_months,contract_type,preferred_channel,loyalty_tier,churn,purchase_frequency,avg_order_value,total_spend_6m,recency_days,product_categories_used,returns_ratio,email_open_rate,app_sessions_per_month,support_tickets_6m,campaign_response_rate,last_promotion_used,customer_satisfaction_score,payment_method
CUST011099,33,Male,South ,Mid,Graduate,Married,43,Monthly,Web,Bronze,0,39,94.37,3963.33,183,6,0,0.1151,,7,0.0725,,30.5,Debit Card
CUST005846,53,Female,West,Low,High School,Single,23,Monthly,Phone,Gold,0,14,130.75,1962.63,183,4,0.3306,0.7318,18,2,0.1182,Cashback,8.5,Credit Card
CUST004799,36,Male,east,Mid,High School,Single,11,Monthly,Web,,0,23,38.73,929.38,183,5,0.4987,0.6324,15,3,0.97,Discount,33,Credit Card
CUST014449,63,M,NORTH,Low,Graduate,Married,37,Monthly,App,Silver,0,31,82.09,2343.13,1,5,0.561,0.079,19,13,0.3604,No Promotion,,Wallet
CUST013237,39,Male,north,Low,,Married,77,Annual,Phone,Bronze,0,11,171.7,1966.61,28,3,,,0,0,0.0929,Free Shipping,76.5,Credit Card
CUST012238,,Male,south,Low,Graduate,Divorced,12,Monthly,Web,Bronze,0,17,57.91,978.39,130,6,0.0298,0.6472,32,12,0.7769,No Promotion,53.5,Credit Card
CUST018966,28,M,SOUTH,Mid,High School,Divorced,26,Multi year,Web,Gold,0,3,25.98,75.93,98,1,0.5064,0.2168,9,2,0.197,Cashback,,Wallet
CUST009465,50,Female,SOUTH,Mid,,Single,15,Monthly,In-store,Bronze,0,10,678.7,6448.57,94,6,0.1708,,40,0,0.1875,Cashback,88.5,COD
CUST002232,,Male,north ,Mid,,Single,34,Annual,App,Gold,1,1,144.13,147.36,98,1,0.3934,0.7761,8,7,0.2141,Discount,51,Credit Card
CUST008865,60,Female,West,Mid,Graduate,Married,39,Annual,In-store,Silver,0,32,83.47,2690.19,183,5,0.0787,0.7264,60,16,0.3227,No Promotion,77.5,COD
CUST006415,,M,North,Low,Graduate,Married,1,Monthly,App,Bronze,0,,83.14,2167.33,30,5,0.0766,0.4117,14,10,0.5113,Free Shipping,54.5,Credit Card
CUST003226,39,Female,east,Mid,Graduate,Married,26,Annual,Web,,1,,67.6,246.77,,3,0.1655,0.632,36,6,0.4976,Discount,61,Debit Card
CUST009524,30,Male,WEST,Low,Graduate,Single,27,Annual,Web,Silver,0,6,351.02,1915.8,138,3,0.1769,0.5017,24,0,0.4393,Cashback,69,Credit Card
CUST018564,,MALE,North,Low,Graduate,Married,21,Multi-year,Phone,Bronze,0,37,99.34,3609.95,140,6,0.3147,0.98,60,15,0.8777,No Promotion,50.5,Credit Card
CUST017584,60,F,Central,Mid,Post-Graduate,Married,33,Monthly,Web,Gold,0,14,125.28,1915.32,140,5,0.3709,0.98,40,13,0.97,,8,COD
CUST013797,33,male,Central,Mid,Graduate,Single,14,Monthly,App,Platinum,0,16,90.52,1517.52,109,5,0.5864,0.0126,48,0,0.3556,Free Shipping,92,Debit Card
CUST004240,30,Female,east,,Post-Graduate,Married,48,Monthly,App,Bronze,0,3,243.66,667.92,166,2,0.4354,,56,3,0.5655,,59,Credit Card
CUST005586,,Male,East,Low,Graduate,Married,16,Monthly,App,Bronze,0,11,163.43,1865.27,62,3,,0.1182,2,0,0.2443,,71,Wallet
CUST001838,52,Non-binary,CENTRAL,Mid,Post-Graduate,Single,8,multiyear,In-store,Silver,0,9,145,1225.68,,3,,0.2517,28,0,0.3793,No Promotion,64.5,Debit Card
CUST018716,41,Female,NORTH,High,High School,Single,56,Monthly,App,Gold,0,14,26.15,364.21,1,5,0.1669,0.7034,28,0,0.5901,Discount,59,Debit Card
CUST011826,33,Female,NORTH,Mid,Post-Graduate,Married,35,Monthly,App,,0,1,403.83,433.15,183,1,0.2706,0.3579,13,0,0.3428,No Promotion,31,Credit Card
CUST001430,36,Male,west,Low,Post-Graduate,Single,31,Monthly,In-store,Bronze,0,16,116.2,2020.68,13,3,0.4767,0.2873,19,17,0,No Promotion,36.5,COD
CUST004196,56,Female,SOUTH,High,Post-Graduate,Widowed,15,Monthly,In-store,Bronze,0,42,84.9,3248.01,28,8,0.5007,0.6272,60,16,0.97,Discount,,COD
CUST010740,38,Female,west,Mid,High School,Single,5,Annual,In-store,Platinum,1,,59.58,801.34,33,1,0.1918,0.4933,23,16,0.1999,No Promotion,9.5,Wallet
CUST006330,48,Female,CENTRAL,High,Graduate,Married,19,Annual,Phone,Silver,0,11,13.96,159.72,118,5,0.0163,0.3805,,12,0.9048,Free Shipping,52,Credit Card
CUST005842,44,Male,WEST,Mid,Post-Graduate,Married,24,Monthly,In-store,,0,6,291.59,1701.53,183,2,0.2284,0.9618,60,3,0.7753,No Promotion,53.5,Debit Card
CUST001173,50,Female,South ,Mid,Post-Graduate,Married,26,Monthly,In-store,Silver,0,13,28.15,393.76,19,4,0.0502,0.7724,31,6,0.4728,Free Shipping,25.5,Debit Card
CUST006673,41,Female,east,Low,High School,Married,20,Monthly,Phone,Platinum,0,2,27.28,53.54,24,2,0.2043,,50,4,0.4143,No Promotion,17.5,Credit Card
CUST002047,52,female,north ,Mid,Graduate,Single,17,multiyear,In-store,Silver,0,18,103.61,1938.93,72,5,0.2376,0.98,0,4,0.3762,,42.5,Wallet
CUST005477,51,Female,Central,High,Graduate,Married,18,Annual,In-store,Gold,1,,143.1,511.89,105,2,0,0.4228,33,10,0.0253,Free Shipping,61.5,Credit Card
CUST008036,38,Male,central,Low,Post-Graduate,Married,35,Annual,Web,Silver,0,11,23.68,249.36,58,5,,0.2431,35,12,0.3526,No Promotion,45,Credit Card
CUST015118,41,MALE,EAST,High,Graduate,Married,56,Multi-year,Web,Silver,0,12,224.25,2460.77,149,4,0.2207,0.6548,36,7,0.5164,,,Credit Card
CUST002729,29,Female,south,,Graduate,Married,34,Monthly,In-store,Bronze,0,9,265.74,2567.74,1,1,0.119,0.5322,55,0,0.049,Free Shipping,77,Wallet
CUST015883,75,Male,West,Mid,,Divorced,79,Annual,Web,,0,42,195.92,7786.39,35,8,0.2383,,0,17,0.4,Discount,49.5,Credit Card
CUST016361,43,Female,NORTH,Mid,High School,Divorced,12,Annual,In-store,Bronze,0,,63.06,87.23,15,2,0.0944,0.4966,31,5,0.4107,No Promotion,48,Debit Card
CUST010546,30,Male,South,High,Graduate,Single,48,multi-year,Web,Platinum,0,8,286.57,2207.76,183,3,0.3464,0.3014,26,17,0.9281,No Promotion,,COD
CUST000260,45,Female,South,Mid,Graduate,Married,11,Annual,Web,Bronze,1,5,128.68,632.45,183,4,0.1926,0.98,23,0,0.3851,No Promotion,34.5,Debit Card
CUST001172,40,Male,North,Mid,Graduate,Widowed,45,Annual,In-store,Bronze,1,,81.69,3652.45,100,3,0,0,11,5,0.6996,Free Shipping,,Wallet
CUST018745,39,M,north ,Low,High School,Married,10,Annual,App,Silver,0,11,420.07,4591.09,69,4,0.0575,0.4469,44,8,0.362,Free Shipping,73.5,Debit Card
CUST009645,29,Female,CENTRAL,Mid,Post-Graduate,Single,14,Monthly,In-store,Silver,0,12,180.3,2363.83,74,2,0,0.407,27,5,0.3084,No Promotion,62.5,Debit Card
CUST010039,64,Male,CENTRAL,High,High School,Single,42,Monthly,In-store,Gold,0,23,85.13,1858.14,122,5,0.4273,0.567,40,7,0.3349,Cashback,72,Credit Card
CUST017702,67,Female,central,High,Graduate,Single,31,Annual,App,Bronze,0,12,26.62,326.37,10,1,0.2679,0.6383,25,21,0.7143,,38,COD
CUST010556,44,female,EAST,Mid,High School,Single,25,multi-year,Web,,0,,200.66,1489.25,1,4,,0.4001,29,15,0.7119,Free Shipping,31.5,Credit Card
CUST019238,53,Female,EAST,Mid,,Divorced,14,Multi year,In-store,Gold,1,,376.3,12882.96,176,5,0.4859,0,12,26,0.1495,No Promotion,56,Debit Card
CUST000037,44,male,west,Mid,,Married,47,Annual,Phone,Platinum,0,22,97.5,2054.34,98,7,,0.3021,25,0,0.7944,Discount,,Credit Card
CUST015478,31,male,EAST,Mid,Post-Graduate,Married,2,Monthly,Web,Bronze,0,18,345.68,6287.43,42,6,0.1117,0.2901,0,9,0.0279,No Promotion,,Debit Card
CUST006815,56,Male,west,Mid,High School,Single,5,Monthly,App,Bronze,0,7,198.86,1421.79,1,4,0.1104,0.6639,10,0,0.97,Discount,100,Debit Card
CUST014190,33,female,east,High,High School,Married,23,Annual,App,Bronze,0,42,35.15,1406.5,26,8,0.3693,0.0572,19,20,0.3738,,25,Credit Card
CUST012504,52,F,east,Low,Graduate,Married,15,Monthly,Web,Bronze,0,42,22.85,1053.22,96,7,0.1149,0,5,5,0,Discount,24,Wallet
CUST006801,29,Female,north,High,Graduate,Married,20,Annual,Web,Silver,0,39,113.17,4292.43,,6,0.3109,0.6001,47,6,0.4718,Cashback,15,Credit Card
CUST009325,18,female,North,Mid,Graduate,Married,14,Annual,Phone,Platinum,0,,174.09,6619.37,156,6,0.4247,0.2914,60,15,0.339,Discount,28.5,Debit Card
CUST018955,27,Male,west,Low,High School,Married,36,Monthly,In-store,Bronze,0,19,234.46,4040.46,,2,0,0.6409,10,1,0.2238,Discount,,Debit Card
CUST013347,40,Male,west,Mid,Doctorate,Married,54,Monthly,App,Bronze,0,3,21.52,67.08,66,3,0.5423,0,60,2,0.2744,Cashback,71.5,Wallet
CUST009978,52,Non-binary,South ,Mid,Graduate,Single,14,Monthly,Web,Bronze,0,16,65.23,1002.67,171,7,,0.0811,33,0,0.2434,Cashback,30,Credit Card
CUST007068,48,F,west,,High School,Single,29,Annual,Web,,0,1,147.75,148.29,126,1,0.4902,0.3175,11,0,0.1868,Discount,33,COD
CUST019625,52,Female,West,Low,High School,Single,18,multiyear,Phone,Bronze,0,,14.08,26.59,,5,0.4171,,38,7,0.5522,,42.5,Wallet
CUST002282,32,Female,west,Mid,Graduate,Single,49,multi-year,Web,Bronze,0,1,1282.49,1318.91,116,1,0.3863,0.103,1,1,0.6919,Discount,24.5,Debit Card
CUST014299,38,Female,central,Mid,High School,Widowed,24,Annual,App,Gold,0,8,55.47,431.3,1,1,0,0.4805,18,14,0.2865,No Promotion,13.5,Wallet
CUST012286,42,Male,central,High,Post-Graduate,Single,39,Multi-year,Web,,0,11,29.76,342.56,37,3,0,0.4634,0,0,0.4819,Free Shipping,,Debit Card
CUST010908,47,FEMALE,South,High,Graduate,Widowed,40,Monthly,Phone,Bronze,1,3,34.44,101.54,56,3,0.0786,0.5436,11,0,0.7492,Cashback,44.5,Debit Card
CUST012103,,Male,north ,Low,Post-Graduate,Single,66,Annual,In-store,Silver,0,22,185.87,3732.18,136,5,0.1795,0.9394,60,14,0.97,Discount,47,Debit Card
CUST006386,28,Female,SOUTH,Low,Post-Graduate,Single,38,Annual,Web,Bronze,0,,87.07,1186.94,183,4,0.2722,0.4289,2,0,0.4856,Cashback,43.5,Debit Card
CUST000673,33,Male,WEST,Low,Post-Graduate,Single,66,Annual,App,Bronze,0,9,19.96,195.32,83,8,0.562,0.3176,60,0,0.7248,No Promotion,50.5,Debit Card
CUST019060,28,Male,NORTH,High,Post-Graduate,Single,8,Monthly,Web,Gold,1,4,268.89,986,68,1,0.1205,0.5891,10,14,0.7395,Cashback,58.5,Wallet
CUST003375,40,Female,EAST,Low,Graduate,Single,77,Monthly,Web,Silver,0,,119.15,2616.65,42,1,0.1471,0.601,0,4,0.0467,Free Shipping,51.5,COD
CUST019323,45,female,north ,Low,High School,Divorced,26,Annual,In-store,Gold,0,2,35.34,75.48,91,1,0.3855,,41,0,0.8217,No Promotion,44.5,Credit Card
CUST000441,35,female,NORTH,,Graduate,Single,15,Monthly,In-store,Silver,1,3,197.91,605.2,1,2,0.2057,0.472,14,5,0,No Promotion,22.5,Credit Card
CUST016827,31,Female,north ,Mid,Post-Graduate,Widowed,7,Annual,Web,,0,15,154.63,2312.65,72,6,0.0252,0.7665,24,4,0.615,No Promotion,,Debit Card
CUST000875,47,Male,east,High,Post-Graduate,Married,59,Monthly,In-store,Bronze,1,7,36.02,238.88,152,4,0,0.3824,12,14,0.0736,No Promotion,48.5,Debit Card
CUST015680,,MALE,East,High,Post-Graduate,Widowed,30,Multi-year,Web,Gold,0,2,76.72,144.05,104,2,0.5742,0.4112,54,0,0.6676,Discount,62.5,Wallet
CUST012871,18,female,North,High,High School,Divorced,27,Monthly,Web,Silver,0,2,671.46,1315.06,,2,0.4197,0.2902,60,0,0,No Promotion,34,Wallet
CUST005413,70,Female,CENTRAL,Mid,High School,Married,45,Monthly,In-store,,0,7,130.28,937.72,,1,0.5431,0.98,60,0,0.97,,75.5,Debit Card
CUST006976,33,Female,South ,,High School,Married,10,Monthly,Phone,Silver,1,9,183.05,1586.37,43,4,0.0794,0.3826,0,0,0.3085,No Promotion,80,COD
CUST016372,43,Female,NORTH,Mid,High School,Married,12,Monthly,App,Bronze,0,4,28.23,112.66,174,2,0.064,0.646,23,0,0.1238,Cashback,41,Credit Card
CUST008844,18,Female,West,High,High School,Single,43,Monthly,App,Gold,0,13,164.79,2185.09,,3,0.0715,0.98,60,7,0.7263,Cashback,55.5,COD
CUST004429,20,male,east,Mid,Graduate,Divorced,53,Monthly,Web,Bronze,0,40,45.49,1714.05,110,7,0.6283,0.4845,48,27,0.1084,Cashback,34,Credit Card
CUST015016,38,Male,CENTRAL,Low,Post-Graduate,Married,43,Monthly,In-store,Bronze,1,1,44.97,48.77,68,1,0.1031,0.5892,26,6,0.378,,30.5,COD
CUST019072,53,male,East,Low,Graduate,Married,9,Annual,Web,Gold,1,10,110.39,1132.28,1,5,0.4766,0,5,11,0,Cashback,52,Credit Card
CUST009506,51,male,central,Low,,Married,48,Monthly,App,Platinum,0,27,104.16,2864,82,8,0.6439,0.2509,60,18,0.2376,,,Wallet
CUST012594,37,Female,South ,Mid,,Married,28,Annual,In-store,,0,,262.49,6957.37,43,2,0.0822,0.4255,9,11,0.97,Discount,29.5,Debit Card
CUST002046,42,male,SOUTH,Mid,High School,Divorced,50,Annual,Web,Bronze,0,5,264.49,1286.7,1,4,0.4943,0.0608,2,4,0.7451,Discount,51.5,Wallet
CUST011957,47,Female,NORTH,Mid,High School,Single,8,Monthly,In-store,Bronze,0,19,44.05,845.13,180,4,0.2821,0.3689,60,7,0.6745,Discount,72,Debit Card
CUST017129,34,Male,central,Low,Post-Graduate,Single,11,Multi-year,App,Gold,0,11,315.87,3659.23,118,3,0.2656,0.1678,1,0,0.1091,Cashback,89,Wallet
CUST004253,23,Female,north ,Low,High School,Married,33,Multi year,Web,Platinum,1,28,63.12,1840.24,1,3,0,0.5463,15,7,0.1365,Discount,57,Credit Card
CUST016021,,Male,South ,Mid,Graduate,Single,18,Annual,Phone,Bronze,0,2,351.9,737.26,122,2,0.3151,0.3,31,0,0.0168,Discount,48,Credit Card
CUST003785,54,Female,WEST,Mid,Graduate,Married,26,Monthly,App,Gold,0,2,26.73,50.36,118,2,0.1189,0.744,60,0,0.765,Discount,45.5,Credit Card
CUST008388,45,Female,north,Low,High School,Single,7,Monthly,In-store,Platinum,0,12,51.71,655.22,1,3,0.3452,0.1511,60,0,0.546,No Promotion,77,COD
CUST009058,48,M,north ,Low,Graduate,Married,28,Annual,Web,Platinum,1,1,25.98,27.75,183,1,0.5653,0.8815,,11,0.3782,Cashback,36,Credit Card
CUST001220,25,F,East,Mid,,Single,57,Annual,Web,Bronze,0,9,50.59,430.99,80,3,0.31,0.5669,9,16,0.1937,No Promotion,59,COD
CUST014916,45,Female,South,,Graduate,Married,42,Monthly,In-store,Bronze,0,6,457.66,2538.12,183,6,0.2374,0,9,0,0,Cashback,40,Wallet
CUST009713,30,Male,South,,Graduate,Married,19,Monthly,Web,Gold,0,1,11.41,12.14,18,1,,0.3977,0,0,0.8664,No Promotion,67,Wallet
CUST011075,45,Female,north ,Mid,Graduate,Married,23,Monthly,In-store,,0,8,24.11,197.65,170,3,0.2733,0.2181,33,0,0.7899,Free Shipping,20.5,Debit Card
CUST012612,41,M,WEST,High,Post-Graduate,Divorced,21,Monthly,App,Silver,0,11,95.26,1119.38,82,3,0,0.3818,22,0,0.2862,Discount,39,Credit Card
CUST003489,53,Female,West,High,Graduate,Married,94,Monthly,App,Bronze,0,27,71.78,1961.91,183,6,0,0.5131,,12,0.8258,No Promotion,90,Debit Card
CUST016889,24,MALE,CENTRAL,Mid,High School,Married,35,Monthly,In-store,,0,,172.12,1228.25,84,6,0.3967,0.2932,0,2,0.3913,Cashback,18.5,Credit Card
CUST009598,44,Non-binary,East,,,Divorced,31,Monthly,In-store,Bronze,0,1,36.92,39.18,,1,0.3704,0.7801,41,7,0.8197,Cashback,82.5,Credit Card
CUST005875,45,Male,south,Low,Post-Graduate,Divorced,31,Multi-year,Web,Silver,0,5,91.23,469.45,60,2,0.0506,0.4383,57,1,0.4031,Cashback,72,Credit Card
CUST015258,18,Male,SOUTH,Mid,Graduate,Single,20,Monthly,Web,Bronze,0,14,205.34,2619.7,127,4,0.3688,0,0,0,0,Free Shipping,70.5,Wallet
CUST016216,,FEMALE,north ,Low,Graduate,Married,23,Annual,Phone,Silver,0,,35.92,101.97,1,2,,0.8126,60,0,0.9128,Free Shipping,80,Credit Card
CUST012627,36,Female,SOUTH,Mid,High School,Married,16,Multi-year,App,,0,38,23.27,901.56,14,3,0.0956,0.491,0,0,0.0519,Cashback,42.5,COD
CUST008435,31,Male,Central,Mid,High School,Married,17,Annual,In-store,Silver,0,,166.18,403.93,,3,0.1797,,32,0,0.4996,Free Shipping,48,Credit Card
CUST005074,34,Male,EAST,Mid,,Divorced,40,Monthly,App,Gold,0,27,27.68,689.43,130,3,0.3693,0.8627,34,11,0.5434,Free Shipping,0,Credit Card
CUST012832,,Female,central,Mid,Graduate,Married,47,Monthly,Phone,,0,1,33.46,35.14,15,1,0.3174,0.536,54,0,0.3416,No Promotion,,COD
CUST009462,58,Female,north,Low,Graduate,Married,41,Monthly,In-store,Bronze,1,1,1114.04,1199.46,122,1,0.0825,0.9385,55,16,0.9264,Free Shipping,8.5,Credit Card
CUST004855,65,Male,north,High,Post-Graduate,Divorced,56,Monthly,App,Silver,0,1,365.89,397.55,82,1,0.1989,,60,2,0.97,No Promotion,35.5,Debit Card
CUST000059,,Male,south,Low,Graduate,Married,20,Multi-year,Web,Platinum,0,6,123.44,747.44,32,5,0,0.4729,0,0,0.1481,Discount,60.5,COD
CUST010514,40,Female,south,Mid,Post-Graduate,Divorced,46,Monthly,Web,Gold,0,3,30.79,100.09,132,3,,0.6057,35,0,0.2503,Free Shipping,76,Wallet
CUST006931,44,male,South,,Doctorate,Married,16,Monthly,In-store,,0,9,202.88,1832.32,,4,0.4803,0.2787,1,0,0.8563,Cashback,62.5,Credit Card
CUST007056,41,Female,East,Mid,,Single,25,Multi-year,Phone,Silver,1,36,27.02,1017.36,30,8,0,,20,18,0.0013,No Promotion,51.5,COD
CUST007610,30,Female,north,Low,Graduate,Single,2,Monthly,Phone,Silver,0,,149.3,2747.22,60,6,,0.9307,32,12,0.1046,Cashback,31,Wallet
CUST007855,74,Male,SOUTH,Mid,Graduate,Married,3,Monthly,In-store,Silver,0,2,19.13,39.79,1,2,0.3801,0.685,60,0,0.1857,Discount,100,Credit Card
CUST004636,,MALE,EAST,Low,,Divorced,13,Annual,App,Silver,1,1,24.11,26.03,26,1,0,0.4194,,6,0.7078,Discount,62,Wallet
CUST004790,50,Male,central,Mid,Post-Graduate,Divorced,10,multi-year,Web,Silver,0,13,429.15,5484.48,178,4,,0.4468,42,6,0.916,Discount,78.5,COD
CUST014096,18,Female,east,High,Graduate,Married,33,Monthly,Web,Bronze,0,1,14.77,15.48,61,1,0.1824,0.801,53,0,0.7192,Discount,72,Wallet
CUST006117,38,F,North,High,High School,Single,22,Multi-year,Web,Gold,0,8,17.23,141.99,183,1,0.4639,0.3136,13,6,0.2508,No Promotion,53,Wallet
CUST006593,39,FEMALE,South,Mid,High School,Married,21,Annual,In-store,Platinum,0,8,45.8,351.92,105,3,0.0678,0.6147,30,0,0.1836,No Promotion,31.5,Credit Card
CUST009414,45,male,SOUTH,Mid,High School,Widowed,24,Annual,App,Bronze,0,42,63.66,2699.88,81,6,0.7751,0.2065,49,27,0.4814,Cashback,39,COD
CUST006045,18,Female,South,Mid,,Single,22,Monthly,Web,Bronze,0,7,12.91,97.99,46,2,0,0.4254,20,4,0.7234,Discount,60.5,COD
CUST015177,29,Male,East,Mid,Post-Graduate,Married,15,Monthly,Web,Bronze,0,37,129.3,4959.12,32,2,0.3712,0,24,15,0.5516,Discount,0,Debit Card
CUST006079,39,Male,Central,Mid,Post-Graduate,Married,13,multi-year,Web,Gold,0,15,93.35,1335.2,57,4,0.3529,0.1435,35,7,0.5537,Free Shipping,50,Credit Card
CUST007321,25,F,West,Mid,High School,Married,37,Monthly,In-store,,1,12,78.71,947.28,82,1,0.129,0.1275,23,6,0,Discount,95,Credit Card
CUST016852,51,MALE,CENTRAL,Mid,Post-Graduate,Married,15,Monthly,App,Bronze,0,39,254.05,10110.47,1,7,0,0.2583,60,20,0.0449,No Promotion,39.5,Wallet
CUST018268,33,Male,EAST,Low,Graduate,Married,6,Annual,In-store,Bronze,0,12,177.91,2284.44,62,8,,0.3057,0,9,0,No Promotion,53.5,Debit Card
CUST010124,27,male,Central,High,Graduate,Married,27,Monthly,App,Bronze,0,1,970.5,1046.06,1,1,0.6706,0.3171,47,0,0.0513,Free Shipping,,COD
CUST003592,40,Female,West,,Post-Graduate,Married,4,multi-year,App,Silver,0,25,40.87,984.02,4,3,0.0898,,60,17,0.6962,,48.5,Wallet
CUST006400,51,female,South ,Mid,Graduate,Widowed,31,Annual,In-store,,0,13,47.13,664.13,,3,0.472,,60,5,0.2602,Discount,76,Wallet
CUST006667,18,Male,west,Low,High School,Single,54,Multi year,App,Gold,0,12,32.03,357.24,134,4,0,0,32,1,0.97,Discount,44.5,Credit Card
CUST010836,59,Female,south,Low,,Married,32,Monthly,Phone,Platinum,0,13,21.94,272.44,183,3,0.2914,0.98,,10,0.97,Cashback,88,Credit Card
CUST005710,46,F,South ,Low,Graduate,Divorced,29,Annual,App,Silver,0,3,637.18,1733.34,116,3,0.3176,0,0,0,0,Free Shipping,27.5,Wallet
CUST001993,46,Female,South ,,Doctorate,Single,26,Annual,In-store,Platinum,0,18,370.41,6415.72,183,4,0,0.4584,,23,0.574,No Promotion,61,Credit Card
CUST005883,18,Female,east,Mid,High School,Single,4,Annual,In-store,,1,6,57.81,340.9,56,2,0.0594,0.1854,5,7,0,Cashback,44.5,Wallet
CUST011156,18,Female,NORTH,,High School,Single,30,Monthly,Web,Bronze,1,2,30.86,58.52,178,2,,,43,0,0.97,Free Shipping,40,Credit Card
CUST007879,34,Female,West,Mid,,Married,75,Multi-year,Phone,Silver,1,1,177.43,190.83,183,1,0.2451,0.8319,47,0,0.7843,Discount,,COD
CUST016445,34,Male,North,High,Graduate,Married,77,Annual,App,Bronze,0,6,108.81,588.95,108,5,0.1415,0.9203,60,12,0.7657,Cashback,57,Debit Card
CUST019009,49,Female,north ,High,Post-Graduate,Single,37,Multi-year,App,Bronze,0,1,1262.61,1320.15,183,1,0.0909,0.5993,34,0,0.0401,No Promotion,57.5,Wallet
CUST017407,47,MALE,East,Low,Post-Graduate,Single,9,Monthly,In-store,Bronze,0,42,362.23,15928.2,183,7,0.3013,0.7659,29,32,0.5375,Discount,41.5,Credit Card
CUST011571,58,Female,NORTH,Mid,Graduate,Married,14,Monthly,In-store,,0,1,1107.24,1144.23,66,1,0.1091,0.5433,29,0,0.523,Discount,,Wallet
CUST011254,25,Non-binary,South,Mid,Doctorate,Widowed,26,Annual,In-store,,0,38,68.89,2767.41,183,8,0.162,0.9507,42,2,0.411,Free Shipping,23.5,Credit Card
CUST002055,,Male,west,High,High School,Single,44,Monthly,App,Gold,0,10,52.99,550.47,80,2,0.0815,0.7944,14,1,0.2339,Cashback,60,Debit Card
CUST001565,42,MALE,Central,,Doctorate,Married,8,Annual,App,Bronze,1,7,210.61,1344.97,183,6,0.0552,0.1509,,5,0.6653,Cashback,0,Credit Card
CUST001188,30,male,north,Mid,Post-Graduate,Single,5,Multi-year,In-store,Bronze,0,20,28.78,624.6,67,4,0.2584,0.4341,19,8,0.2253,Discount,78,Credit Card
CUST005358,51,Female,Central,High,Doctorate,Married,77,Monthly,Web,,0,30,51.21,1514.39,118,4,0.2588,0.4737,52,19,0.97,Discount,62,Wallet
CUST018457,57,Male,WEST,Mid,High School,Single,22,Monthly,Web,Bronze,0,19,85.34,1606.34,1,2,0.2059,0.3073,0,12,0.3521,,74,Credit Card
CUST016760,,FEMALE,EAST,High,High School,Single,33,Monthly,Web,Bronze,0,23,82.95,2055.3,161,4,0.054,0.538,,6,0.5232,Discount,44,Credit Card
CUST017820,51,FEMALE,south,Low,High School,Married,99,Multi-year,Web,Gold,1,2,739.24,1391.1,183,1,,0.3501,,19,0.6193,Cashback,62.5,Debit Card
CUST010627,25,Female,south,Mid,Graduate,Married,34,Monthly,In-store,Silver,1,11,27.84,294.76,69,6,0.0837,0.0248,39,15,0.3888,,20,COD
CUST005005,21,Female,EAST,Mid,High School,Married,24,Annual,App,Bronze,0,1,16.49,17.17,85,1,0.5981,0.7795,41,3,0.5116,,,Credit Card
CUST008939,33,Female,north ,High,High School,Married,8,Annual,Web,Silver,1,18,141.72,2561,1,5,0.2944,0,35,6,0.6381,Discount,,Credit Card
CUST004428,34,Male,North,Mid,Graduate,Single,7,Annual,Web,Silver,0,17,140.84,2356.04,166,3,0,0.98,26,27,0.6297,No Promotion,36.5,Wallet
CUST004466,43,Female,CENTRAL,High,Graduate,Married,32,Monthly,In-store,Bronze,0,19,37.45,776.19,63,6,,0.4247,60,10,0.8124,No Promotion,26,Wallet
CUST000031,42,Non-binary,East,Mid,Graduate,Married,13,Annual,Web,Gold,0,42,98.79,4471.72,46,8,0.3734,0.2446,0,18,0.5238,Cashback,97,Credit Card
CUST012035,47,Female,CENTRAL,High,Doctorate,Married,57,Monthly,Web,Silver,0,1,22.83,23.96,1,1,0.2281,0.7369,60,0,0.809,No Promotion,27.5,Wallet
CUST013465,36,Female,West,Mid,Graduate,Single,14,Monthly,Phone,Bronze,0,6,145.75,824.16,50,6,0.1152,0.6928,60,0,0.713,Discount,,Wallet
CUST004318,42,Non-binary,SOUTH,Mid,Doctorate,Married,22,Monthly,Web,Silver,0,2,18.79,40.17,183,1,,0.1711,,7,0,Discount,25.5,COD
CUST018327,62,Female,West,Mid,Post-Graduate,Married,44,Annual,App,,0,42,70.14,3038.2,183,8,0.1327,,6,25,0.2035,,53,Credit Card
CUST013489,33,Male,South ,Low,Graduate,Single,55,Monthly,Phone,Silver,0,24,41.7,1039.14,183,6,0.3743,0.5886,34,2,0,Cashback,100,Wallet
CUST009694,40,Male,west,Mid,High School,Single,29,Annual,Phone,Silver,1,,122.2,1182.47,120,1,,0.9309,32,6,0,,82.5,COD
CUST015251,27,male,EAST,Mid,High School,Single,23,Multi-year,App,Silver,0,,55.09,1344.29,18,5,0.5433,0.7817,0,0,0.2138,No Promotion,64,Credit Card
CUST006201,48,Male,East,Mid,Graduate,Single,50,Annual,Phone,Gold,0,5,34.56,163.08,,1,0,0.9714,12,8,0.3348,No Promotion,9,Credit Card
CUST004457,39,male,central,,Graduate,Single,12,Annual,Phone,,0,19,143.15,2952.21,183,7,0.2373,0.3857,10,12,0.6634,Cashback,51.5,Wallet
CUST016661,48,male,South,Low,Graduate,Single,8,Monthly,App,Bronze,0,9,135.81,1237.35,100,5,0.0141,0.2611,55,7,0.5148,,,Credit Card
CUST002811,49,Female,north ,,Post-Graduate,Married,13,Multi-year,In-store,Gold,0,13,66.74,888,151,3,0.1914,0.3957,44,19,0,Discount,62.5,Credit Card
